conflict_id,dyad_id,negotiation_id,side_a,side_b,description,location_negotiations,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,third_party,local_ngo,international_ngo,regional_organization,un,foreign_government,individual,national_committee,language_organization,other,bilateral_negotiations,mediated_negotiations,agreement,peace_agreement,ceasefire,agreement_name,date_agreement_year,date_agreement_month,date_agreement_day,best_fatality_estimate,active,low,none
283,588,588-3,DR Congo (Zaire),CNDP,"The United Nations Organization Mission in the DR Congo (Zaire) (MONUC) mediated a new ceasefire on 6 September, which prevented CNDP to take control over Sake. However, fighting resumed on 24 September, when the Government of the DRC launched an operation against the CNDP involving more than 20,000 soldiers after it became apparent that the CNDP had failed to meet the deadline to disarm and integrate its fighters into the national army. Nevertheless, on 23 October, only 200 CNDP soldiers were sent to assembly points for integration, which spurred renewed negotiations. It was agreed that a peace conference, involving most armed groups in the region, was to be held at the end of the year. However, the conference was rescheduled to take place in January 2008.  On 15 October and 26 December 2007, CNDP declared unilateral ceasefires in anticipation of the peace talks. The UN had imposed sanctions as early as 2003. UN Security Council Resolution 1493 imposed an arms embargo to all armed parties in the DR Congo that had not been a party to The Final Act Peace Agreement concluded in April 2003, whereas Resolution 1596 imposed targeted travel and financial measures on individuals spoiling the peace process.",,2007,9,2007,9,UN,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Ceasefire,2007,9,6,516,1,0,0
283,588,588-4,DR Congo (Zaire),CNDP,"A peace conference, facilitated by the UN, was held in Goma in January 2008. Although the UN representatives participated in the conference, the two chief mediators were Abbé Appollinaire Malu Malu and Vital Kamerhe. These two Congolese politicians had been mandated to mediate by the Government. Prior to the actual conference, the chief mediators went on an extensive awareness-raising tour through North and South Kivu. On the basis of different consultations and meetings during this tour, a document specifying 15 objectives of the conference was produced. While the organizers of the conference expected 600 participants, around 1500 people showed up at Goma at the start of the conference on 6 January 2008. The FDLR or the Rwandan government did not participate in the talks. The role of the UN representatives was twofold. First, they served as observers in order to ensure the neutrality of the talks. Second, in addition to participating in the plenary meetings, the UN representatives held secret bilateral meetings with Government of the DRC and the CNDP leadership. The conference led to the conclusion of an immediate ceasefire under the Act d’Engagement, Nord Kivu on 23 January 2008, as well a promise by the CNDP to withdraw all of its fighters from the North Kivu province, and impunity for Nkunda’s forces. The agreement also enlisted the DRC government to remove FDLR forces from North Kivu, yet the CNDP remained dissatisfied with the results and they declared war on the FDLR. Consequently, the ceasefire did not hold and intense fighting took place throughout the rest of the year. Civilians blamed the UN, claiming that MONUC had done nothing to prevent the CNDP from advancing. The UN then prevented CNDP fighters from advancing on Goma. On 28 October 2008, fighting took place between CNDP and government-MONUC joined troops. The CNDP declared a unilateral ceasefire on 29 October. Yet, they broke it and advanced further.  ",DRC,2008,1,2008,1,UN,0,0,0,1,0,0,0,0,0,0,1,1,0,1,"Act d’Engagement, Nord Kivu ",2008,1,23,486,1,0,0
283,588,588-5,DR Congo (Zaire),CNDP,"Prior to the DNDP advance on Goma, on 8 May 2008, the Congolese government had agreed to negotiate with CNDP at the behest of Olusegun Obasanjo, the UN Secretary-General’s Special Envoy on the Great Lakes Region. Negotiations began in Nairobi in 8 December of this same year. This round proved unsuccessful as it was suspended on 21 December.",Kenya,2008,12,2008,12,UN,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,486,1,0,0
283,588,588-6,DR Congo (Zaire),CNDP," Negotiations between the Government of the DRC and CNDP began in Nairobi on 7 January 2009. Olusegun Obasanjo and Benjamin William Mkapa, former President of Tanzania and representing the AU, acted as the joint chief mediators. Obasanjo had been mandated by the UN Secretary-General on 8 December 2008, following a request by the Security Council on 29 October to appoint as Special Envoy to facilitate dialogue between the leaders of Democratic Republic of Congo and Rwanda and assist the Governments of the sub-region to address the challenges to peace and security posed by the continued presence and activities of armed groups in the eastern DR Congo (Zaire). On 16 January, a faction form CNDP signed a ceasefire agreement with the government. ",Kenya,2009,1,2009,1,UN,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Ceasefire,2009,1,16,0,0,0,1
283,588,588-7,DR Congo (Zaire),CNDP," The ongoing negotiations led to the conclusion of the Ihussi Accord on 23 March 2009. Dr. Désiré Kamanzi, Chairman of CNDP, signed the agreement on behalf of the CNDP and Raymond Tshibanda signed on behalf of the Government of the DRC.",Kenya,2009,3,2009,3,UN; AU,0,0,1,1,0,0,0,0,0,0,1,1,1,0,Ihussi Accord ,2009,3,23,0,0,0,1
287,593,593-1,Burundi,Palipehutu,"Nyerere’s mediation efforts concentrated on making the government accept negotiations without conditions. However, Nyerere appeared to lose credibility and confidence among the conflict parties, mainly due to the ineffectiveness of his initiative to impose economic sanctions on Burundi after the 1996 coup as an instrument for bringing the parties closer to agreement. Prenegotiations between the conflict, mediated by Nyerere, took place in Arusha in August 1997, but the Government withdrew from discussions when it was clear that the embargo towards Burundi would not be completely revoked. Nyerere was also accused of being pro-Hutu. As a response, Nyerere offered to resign if the regional leaders decided that this efforts were impeding the peace process. In spite of some dissatisfaction with Nyerere as a mediator, the regional heads of state decided that Nyerere should continue to mediate at a summit in Arusha on 4 September 1997. The Organization of African Unity Secretary-General, Salim Ahmed Salim, attended the meetings that Nyerere held with the Government. The UN also organised joint conferences, which were aimed at supporting a dialogue between the warring parties. ",Tanzania,1997,8,1997,8,Julius Nyerere; Tanzania; UN; OAU,0,0,1,1,0,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-2,Burundi,Palipehutu,"Between March and April 1998, Nyerere held separate talks with all the conflict parties to prepare for comprehensive peace talks. ",Tanzania,1998,3,1998,4,Julius Nyerere; Tanzania; UN; OAU,0,0,1,1,0,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-3,Burundi,Palipehutu,"Accordingly, comprehensive talks facilitated by Nyerere began in Arusha, Tanzania, in June 1998. Although the parties which participated announced on 20 June 1998 their agreement to suspend the hostilities by 20 July and begin peace talks, the Government almost immediately distanced itself from the agreement. ",Tanzania,1998,6,1998,6,Julius Nyerere; Tanzania; UN; OAU,0,0,1,1,0,1,0,0,0,0,1,1,0,1,Ceasefire,2008,6,20,0,0,0,1
287,593,593-4,Burundi,Palipehutu,"In October 1998, a new round of talks were held in Arusha.",Tanzania,1998,10,1998,10,Julius Nyerere; Tanzania; UN; OAU,0,0,1,1,0,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-5,Burundi,Palipehutu,"In January 1999, the sanctions imposed against Burundi by the countries in the region were lifted. This created some momentum and the Arusha commissions continued their work in mid-March 1999. In early July 1999, a fifth round of negotiations took place. However, little progress was made. In September, Nyerere health worsened and the Arusha process was suspended. However, the main negotiating parties met in the Tanzanian capital the same month, and good progress was reported. A degree of consensus on the integration of rebel forces into the military and on Buyoya’s transition programme was reached. Nyerere died in October, after which the regional heads of state unanimously endorsed Nelson Mandela as the new mediator at the Eight Arusha regional summit on Burundi on 1 December 1999. Furthermore, the Regional Summit underscored the importance of urgently concluding the negotiations and called upon all the parties to “accelerate the momentum of the Burundi Peace Negotiations until the conclusion of a final peace agreement that will ensure lasting peace, genuine democracy and security for all.” Mandela adopted a more urgent and outspoken approach from the outset.",Tanzania,1999,7,1999,7,Julius Nyerere; Tanzania; UN; OAU,0,0,1,1,0,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-6,Burundi,Palipehutu,"From early 2000 onwards, simultaneously to the Arusha talks, South African Deputy President Jacob Zuma engaged in shuttle diplomacy with the objective to secure a ceasefire, but without success. ",,2000,1,2000,12,South Africa,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-7,Burundi,Palipehutu,"The Arusha multiparty talks continued during 2000, with Nelson Mandela as a new mediator. He mediated a first round of negotiations on 21 February. Key issues, such as the leadership of the transition, the future electoral system, and the equal ethnic representation of the armed forces were discussed but not agreed on. Mandela had strong support from the UN Security Council, the European Union and the Regional Peace Initiative in his efforts to bring the 19 parties together. ",Tanzania,2000,2,2000,2,"Nelson Mandela; South Africa; UN; OAU; Regional peace initiative (members: Burundi, DR Congo, Ethiopia, Gabon, Kenya, Malawi, Rwanda, Tanzania, Uganda, and Zambia)",0,0,1,1,1,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-8,Burundi,Palipehutu,"The eighth round of Arusha negotiations started on 27 March. The talks focused on the issue of army integration, despite the continued absence of the CNDD-FDD and the Palipehutu-FNL. ",Tanzania,2000,3,2000,3,"Nelson Mandela; South Africa; UN; OAU; Regional peace initiative (members: Burundi, DR Congo, Ethiopia, Gabon, Kenya, Malawi, Rwanda, Tanzania, Uganda, and Zambia)",0,0,1,1,1,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-9,Burundi,Palipehutu,"During talks in July 2000, the parties mainly discussed who should lead the transition, the nature of the electoral system and how to achieve a ceasefire. However, no agreements could be made by the parties on the main issues. ",Tanzania,2000,7,2000,7,"Nelson Mandela; South Africa; UN; OAU; Regional peace initiative (members: Burundi, DR Congo, Ethiopia, Gabon, Kenya, Malawi, Rwanda, Tanzania, Uganda, and Zambia)",0,0,1,1,1,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-10,Burundi,Palipehutu,"A further round of negotiations was planned for August, prior to which Mandela conducted a series of bilateral discussions with the heads of party delegations at Arusha, to persuade them to commit themselves to signing an accord. To increase the pressure, Mandela invited a number of Heads of State, including the US President Bill Clinton, and other senior international political figures to the August discussions. On the 28 August 2000, a peace agreement was signed: the Arusha Peace and Reconciliation Agreement for Burundi.",Tanzania,2000,8,2000,8,"Nelson Mandela; South Africa; UN; OAU; Regional peace initiative (members: Burundi, DR Congo, Ethiopia, Gabon, Kenya, Malawi, Rwanda, Tanzania, Uganda, and Zambia)",0,0,1,1,1,1,0,0,0,0,1,1,1,0,Arusha Peace and Reconciliation Agreement for Burundi,2000,8,28,0,0,0,1
287,593,593-11,Burundi,Palipehutu,"On 27 and 28 February 2001, a further round of discussions arranged by Mandela, were held in Arusha. The aim was to resolve the main remaining issues of disagreement. The regional Heads of States were attending the meeting. ",Tanzania,2001,2,2001,2,"Nelson Mandela; South Africa; UN; OAU; Regional peace initiative (members: Burundi, DR Congo, Ethiopia, Gabon, Kenya, Malawi, Rwanda, Tanzania, Uganda, and Zambia)",0,0,1,1,1,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
287,593,593-12,Burundi,Palipehutu,"On 23 July, Mandela convened a regional summit meeting in Arusha. On 25 July, agreement was reached on the transitional leadership.",Tanzania,2001,7,2001,7,"Nelson Mandela; South Africa; UN; OAU; Regional peace initiative (members: Burundi, DR Congo, Ethiopia, Gabon, Kenya, Malawi, Rwanda, Tanzania, Uganda, and Zambia)",0,0,1,1,1,1,0,0,0,0,1,0,0,0,,,,,0,0,0,1
